P,FMQ,fo2,F,rho_bulk,rho_melt,Exsol_vol%,Gas_wt,mol_mass,mH2O,mH2,mO2,mCO2,mCO,mCH4,mSO2,mH2S,mS2,mN2,wH2O,wH2,wO2,wCO2,wCO,wCH4,wSO2,wH2S,wS2,wN2,fH2O,fH2,fCO2,fCO,fCH4,fSO2,fH2S,fS2,fN2,mCO2/CO,mCO2/H2O,mCO2/SO2,mH2S/SO2,H2O_melt,H2_melt,CO2_melt,CO_melt,CH4_melt,graph_melt,S2-_melt,S6+_melt,Stot_melt,N_melt,tot_H,tot_C,tot_O_gas,tot_O,tot_S,tot_N
2268.719506639063,0.0,7.358770496559263e-09,0.09690135311101403,2705.6702848925393,2705.6703762374236,3.377053676204935e-06,1e-06,0.04325067525979245,0.006554168457443496,7.91256908709954e-05,2.1348383667218928e-12,0.9538234301250619,0.038123157092115396,1.8316492389215257e-10,0.001196142789698658,0.00012240538941786687,0.0001015702700929007,0.0,0.0027300193400166413,3.688937620370479e-06,1.5794496968829132e-12,0.9705580779015646,0.02468940510296638,6.793936219237559e-11,0.001771751585158132,9.645360131479274e-05,0.00015060346184035458,0.0,15.437934612542001,0.23528652200430042,3863.35026895517,145.3134378228486,7.266593347653867e-07,4.4282665031600885,0.5766107705602276,0.3390945336942277,0.0,25.01952888687519,145.52928206198533,797.4160261964685,0.10233342580170068,0.31276628314438665,1.971733678020715e-06,0.20001488733828202,0.0010783544127751063,1.0055036155878676e-12,0.0,0.06161394145324519,0.03838605741857658,0.09999999887182176,0.0,350.0,550.0,4238.134526209827,34241.87412140723,1000.0,0.0
2268.0,6.079177779660938e-05,7.358890137105628e-09,0.09690475152404988,2679.6470200716767,2679.650488423403,0.00018521626403807275,5.5360532276425774e-05,0.043250632167241745,0.00655624209482159,7.915008159665493e-05,2.1355503484869577e-12,0.9538214065063343,0.038122766307551105,1.8315826527543004e-10,0.0011964218347784155,0.00012243085423336414,0.0001015821353908018,0.0,0.0027308857967504236,3.690078422769864e-06,1.5799780273020325e-12,0.9705569857874647,0.024689176621097146,6.793696007307338e-11,0.0017721666782232728,9.647376332651819e-05,0.00015062120519815676,0.0,15.437921366737791,0.23528440748196386,3862.116843816048,145.26586372812952,7.264024724860799e-07,4.4278948443836255,0.5765478211354349,0.3390265925059548,0.0,25.01973227261338,145.48294475881306,797.228351054783,0.10233084241231612,0.31276613023590066,1.97101338014424e-06,0.19996035187257005,0.0010781423058933443,1.0051482003396122e-12,0.0,0.06160726783015111,0.038392669698830914,0.09999993752898202,0.0,349.9999999795921,550.0000000000001,4238.128513199176,34241.87412140723,999.9999999906423,0.0
2258.0,-1.4120821928642613e-05,7.34498023369512e-09,0.09691176059953353,2679.44361632905,2679.523014792721,0.004232248417602074,0.0012594902078076852,0.04324949809422184,0.006588198177643159,7.967429576882959e-05,2.1450635525042148e-12,0.9537595370669979,0.03814620395275832,1.8382957295398384e-10,0.0012011212385677008,0.00012329057654194284,0.00010197450574751567,0.0,0.0027442684908657484,3.714615361275871e-06,1.5870579458364196e-12,0.9705194787487685,0.02470500316580333,6.818774908530754e-11,0.0017791741914719194,9.715375968300863e-05,0.00015120695827131172,0.0,15.437608956474328,0.23550232673334393,3834.801803439852,144.37497726994556,7.239700935652824e-07,4.414305090492848,0.576400203583826,0.3382261910697039,0.0,25.00273784117993,144.76788817670217,794.0576741481368,0.10264623801754015,0.312762523780875,1.993336544768088e-06,0.19875197341070452,0.001073692030798324,1.0017826269256941e-12,0.0,0.06159274051711802,0.03840583228438159,0.09999857280149961,0.0,350.00000000002314,550.0,4237.992034317175,34241.874121569934,1000.0000000009442,0.0
2248.0,-9.488273837199301e-05,7.3309978844557474e-09,0.09691851939903348,2679.24046532014,2679.3946311887576,0.008202608251640441,0.0024303530100974963,0.04324834370627332,0.006620230957999283,8.019745308775387e-05,2.154355429025957e-12,0.9536968768950634,0.03817056036330665,1.8450881111699085e-10,0.0012056395124047015,0.00012413631846316142,0.00010235831301181503,0.0,0.0027576851308579813,3.7391060685334464e-06,1.5939752275950456e-12,0.9704816209556979,0.024721437197539886,6.844152512400075e-11,0.001785914603328235,9.78228207285338e-05,0.0001517801157433812,0.0,15.437317179081472,0.2357223501921258,3808.2676181751253,143.51266671471885,7.216785892948729e-07,4.400703969076156,0.5762580856994381,0.337428629341963,0.0,24.98514215714402,144.05794645920975,791.029878402768,0.1029630475659893,0.31275915548275385,1.9958155653355835e-06,0.19757693504455714,0.0010694109961375063,9.986119854092118e-13,0.0,0.06157871800556956,0.03841851690345127,0.09999723490902084,0.0,349.99999999993906,550.0,4237.860431616622,34241.874121564404,1000.0000000000406,0.0
2238.0,-0.0001761308563121844,7.31703396129045e-09,0.09692526246867916,2679.0365144808466,2679.2661649532724,0.012196556881931941,0.0035978234520560254,0.04324718242015806,0.0066525388451733,8.072569203423886e-05,2.1637283376827944e-12,0.9536338667343878,0.03819493576934587,1.8519076840656588e-10,0.001210196863688885,0.0001249903568292081,0.00010274555118624582,0.0,0.0027712175290941325,3.763835614455372e-06,1.6009530900577714e-12,0.9704435597747699,0.024737888355341426,6.86963343252981e-11,0.0017927135479664069,9.849847120370743e-05,0.00015235841571271225,0.0,15.437023364296682,0.23594268005996072,3781.8383126386448,142.6526170489653,7.193807845920333e-07,4.387139011696736,0.5761161399061874,0.33663282071462497,0.0,24.96754733384697,143.3488610782468,787.9989573163743,0.10328101202329704,0.3127557636371656,1.9982994453198583e-06,0.19640535232438028,0.001065128131798232,9.95432624537726e-13,0.0,0.061564721479243696,0.0384311685494492,0.0999958900286929,0.0,349.99999999990956,550.0,4237.729138172181,34241.874121564295,1000.0000000000597,0.0
2228.0,-0.00025786508158631705,7.303088461921139e-09,0.09693198980924118,2678.831755070389,2679.13761640636,0.016214446420932345,0.0047619116634266675,0.0432460141528337,0.006685125500770608,8.125908194910741e-05,2.173183368241803e-12,0.9535705024596345,0.03821932987919102,1.8587545403537695e-10,0.0012147938198937894,0.00012585280432132656,0.00010313626619105827,0.0,0.0027848672320621532,3.7888072704948654e-06,1.607992350877479e-12,0.9704052928366218,0.024754356507072035,6.89521804442906e-11,0.0017995718181998577,9.918080095382762e-05,0.00015294192725965182,0.0,15.436727485066083,0.23616331637040763,3755.5135630950545,141.79482330592404,7.170766509427189e-07,4.373610140650863,0.575974364670536,0.33583876125059187,0.0,24.949953478352782,142.64062841448742,784.9648943250354,0.10360013548005208,0.3127523479312136,2.000787572739259e-06,0.19523721555179094,0.001060843425382526,9.922445048502896e-13,0.0,0.06155075087807446,0.038443787172759,0.09999453805083346,0.0,349.99999999988046,550.0,4237.598153942582,34241.87412156417,1000.0000000000722,0.0
2218.0,-0.0003400852742032612,7.289161384772317e-09,0.09693870142350398,2678.626178180524,2679.0089858684855,0.020256635307158617,0.005922627772636123,0.04324483881977625,0.0067179946529852645,8.179769341592798e-05,2.1827216303260204e-12,0.953506779872257,0.03824374239412502,1.8656287714702481e-10,0.0012194309180829461,0.00012672377562213892,0.00010353050476616594,0.0,0.0027986358144705546,3.814024366959834e-06,1.6150938426561033e-12,0.9703668177298854,0.024770841517018367,6.920906721618881e-11,0.0018064902213060542,9.986990142624809e-05,0.00015353072070228084,0.0,15.436429513361778,0.23638425912878053,3729.293046740514,140.93928052602232,7.147661595603431e-07,4.360117278673007,0.5758327583757685,0.33504644700209657,0.0,24.932360699582947,141.93324483349338,781.9276727633365,0.10392042201239245,0.31274890804074224,2.0032799504408098e-06,0.19407251503910908,0.0010565568643585745,9.890475865087982e-13,0.0,0.06153680613690821,0.03845637272697023,0.09999317886387844,0.0,349.9999999998576,550.0,4237.467478852816,34241.874121564084,1000.0000000000978,0.0
2208.0,-0.0004227913110383952,7.27525272791363e-09,0.09694539731352303,2678.4197747313647,2678.880273660149,0.024323488450641337,0.007079981907566841,0.04324365633489362,0.006751150098336767,8.234159829743459e-05,2.19234425354687e-12,0.9534426946960434,0.03826817301094331,1.8725304687847952e-10,0.0012241087049660935,0.00012760338747514616,0.0001039283144924743,0.0,0.002812524879988587,3.839490294741182e-06,1.622258413051653e-12,0.9703281319985716,0.024787343247589893,6.946699837969188e-11,0.001813469579119014,0.00010056586571808573,0.0001541248676288365,0.0,15.436129420638242,0.2366055083360881,3703.176441689847,140.08598376678756,7.124492816356585e-07,4.346660348361635,0.5756913193883884,0.33425587401988904,0.0,24.914769106520797,141.22670668082708,778.8872759649664,0.10424187570717473,0.31274544363560514,2.0057765812255234e-06,0.19291124110868443,0.0010522684361242438,9.858418296437613e-13,0.0,0.06152288719077553,0.03846892516346409,0.09999181235423962,0.0,349.99999999980633,550.0,4237.337112841938,34241.87412156384,1000.000000000129,0.0
2198.0,-0.0005059830878533234,7.261362489029211e-09,0.09695207748053701,2678.2125354674527,2678.751480101874,0.028415377381120547,0.008233984195978561,0.04324246661048799,0.006784595703246551,8.289086976486517e-05,2.2020523879481458e-12,0.9533782425752486,0.03829262142193457,1.879459723610529e-10,0.0012288277371143611,0.00012849175873181075,0.00010432974381123985,0.0,0.002826536061916941,3.865208506707521e-06,1.6294869251141439e-12,0.9702892331409934,0.024803861559330818,6.972597767748303e-11,0.0018205107283554795,0.00010126878861405394,0.00015472444092705994,0.0,15.435827177843695,0.23682706398973258,3677.1634269741767,139.23492810305382,7.101259883443766e-07,4.333239272168385,0.5755500460605967,0.33346703835417224,0.0,24.897178808164323,140.52101028201872,775.8436872641346,0.10456450066267721,0.31274195437979624,2.0082774678561695e-06,0.19175338409268408,0.001047978128007369,9.82627194364843e-13,0.0,0.06150899397510913,0.03848144443127116,0.09999043840638029,0.0,349.9999999999551,550.0,4237.207055865716,34241.87412156402,1000.0000000013509,0.0
2188.0,-0.0005896605140947031,7.24749066550731e-09,0.09695874192519423,2678.004450953807,2678.622605514279,0.032532680400142386,0.00938464476588736,0.04324126955722372,0.006818335405599108,8.344558232694048e-05,2.211847204498758e-12,0.9533134190730312,0.03831708731455753,1.886416627130635e-10,0.0012335885811921687,0.00012938901039711678,0.00010473484204232976,0.0,0.0028406710238520565,3.891182519083414e-06,1.6367802576576107e-12,0.9702501186088729,0.024820396310732098,6.998600885363601e-11,0.0018276145209658087,0.0001019787666231049,0.00015532951481191072,0.0,15.43552275534319,0.23704892608089692,3651.2536825400057,138.38610862606785,7.07796250823421e-07,4.319853972425387,0.5754089367202535,0.3326799360503573,0.0,24.87958991368443,139.8161519437993,772.7968899904431,0.1048883009861134,0.31273843993056094,2.010782613028827e-06,0.19059893433294078,0.0010436859272587673,9.794036407280054e-13,0.0,0.06149512642497541,0.03849393047730565,0.09998905690228106,0.0,349.9999999999599,549.9999999999999,4237.0773078903085,34241.87412156406,1000.0000000012705,0.0
