P,FMQ,fo2,F,rho_bulk,rho_melt,Exsol_vol%,Gas_wt,mol_mass,mH2O,mH2,mO2,mCO2,mCO,mCH4,mSO2,mH2S,mS2,mN2,wH2O,wH2,wO2,wCO2,wCO,wCH4,wSO2,wH2S,wS2,wN2,fH2O,fH2,fCO2,fCO,fCH4,fSO2,fH2S,fS2,fN2,mCO2/CO,mCO2/H2O,mCO2/SO2,mH2S/SO2,H2O_melt,H2_melt,CO2_melt,CO_melt,CH4_melt,graph_melt,S2-_melt,S6+_melt,Stot_melt,N_melt,tot_H,tot_C,tot_O_gas,tot_O,tot_S,tot_N
1491.74715805,-2.0,9.07963707374215e-15,0.04871099689375712,2740.1086083482805,2740.1087367829455,4.688210534467552e-06,1e-06,0.03909135638694056,0.08874602040263166,0.008433243371491367,4.342888094770272e-18,0.7629579987434101,0.137523869331647,0.001807463082256532,8.433876579042064e-09,0.0003669995241899655,1.521190782529919e-09,0.00016439558930599255,0.04089866799744088,0.00043500132781158925,3.554934400111029e-18,0.8589469168922332,0.09853987398741788,0.0007417554461422403,1.3821627907619439e-08,0.00031995990674178314,2.4955379884498976e-09,0.00011780812504635936,118.70775932838029,15.789622396376322,1715.663421971279,312.79796282610164,4.210007608909363,1.3606259460971134e-05,0.6279218567887235,3.083894595967457e-06,0.2453772405384425,5.547822370409688,8.597095343339873,90463500.5733115,43514.92706236045,1.0,0.00042425498314320714,0.1,0.002326484401121185,5.82562027246658e-06,0.0,0.009999852646376942,1.4735362305923642e-07,0.01,0.001,1123.2336587846041,282.6817995049702,9621.40110474574,37028.4582896246,100.0000030105312,10.00000117808125
1491.0,-1.9998862328801064,9.080583726103103e-15,0.048713862655872076,2681.08230712723,2681.0868964854963,0.00022240342936591127,4.8457657831451035e-05,0.039090273990570974,0.08879018800457764,0.008437000660155984,4.345517389187405e-18,0.762923621083388,0.1375105044204,0.0018069924432997876,8.439410455914331e-09,0.00036718164707757686,1.5221073771406876e-09,0.00016450177958323128,0.04092015570269333,0.00043520718568619164,3.557185141927394e-18,0.8589319970018184,0.09853302590805367,0.0007415828366572527,1.3831079917629079e-08,0.00032012755027687297,2.497110818910546e-09,0.00011788748662361526,118.70735276787882,15.788745264714445,1714.7268466712496,312.6109112519276,4.206803300052001,1.3608367873003985e-05,0.6279188042663654,3.0842072655047084e-06,0.2454127611051633,5.548111573723574,8.592431643956592,90400108.52283311,43507.973571809904,0.999998048498719,0.00042363354413867355,0.0999533785487375,0.0023254832728031843,5.821186377097574e-06,0.0,0.009999838282302973,1.474227783669365e-07,0.00999998570508134,0.0009999944052565576,1123.2336587860143,282.6817995049702,9621.37941508727,37028.4582896246,100.00000301053983,10.00000117808047
1481.0,-1.9977102975078331,9.106951754215785e-15,0.04876661158761601,2680.859986484023,2680.9489925498297,0.0043048018071831515,0.000931430858068868,0.03907793322077302,0.08934684751125549,0.00849354565804529,4.397968003764613e-18,0.762581865376254,0.13724543845166234,0.0017953350449361107,8.557105551679178e-09,0.00037066058158123595,1.5400969937182793e-09,0.00016629727906295,0.041189703302347024,0.0004382623146450972,3.60125746066975e-18,0.8588183621347714,0.09837414977543847,0.0007370313648797882,1.4028395400150087e-08,0.00032326271530873005,2.5274217970834514e-09,0.00011921183679247534,118.68194521404851,15.762497085525096,1697.386614551316,309.0013121576796,4.138410483733997,1.3667315450113128e-05,0.6277674579141427,3.092996105509872e-06,0.24642644278275536,5.556336691254291,8.53507299493905,89116800.15757327,43316.11657033966,0.9998760858555812,0.0004326685334900541,0.0990895311355452,0.0023048297100080484,5.7265485600221255e-06,0.0,0.009999568295643062,1.4870068683753284e-07,0.0099997169963299,0.0009998890802242347,1123.23365884728,282.68179950497023,9620.230149786035,37028.45829009316,100.00000301083402,10.000001178076703
1471.0,-1.9969726236204721,9.103199132885628e-15,0.04878774251220978,2680.6316621453875,2680.8066295127683,0.008445563408043984,0.00181440372885806,0.03906111199168973,0.0899246967954346,0.008565262495536664,4.435806578486918e-18,0.7620068138218088,0.13716623390444252,0.001795530243267059,8.632137081559739e-09,0.0003741635763403322,1.5529806949143962e-09,0.00016728897805225055,0.04147394964151344,0.00044215319061255957,3.633805601179123e-18,0.8585403016694862,0.09835971718122669,0.0007374289276183437,1.4157495149735604e-08,0.00032645829305470497,2.549662487490079e-09,0.0001199743893303891,118.6730406516822,15.76456276135734,1679.9795262117907,305.89546327462944,4.09873268982926,1.3658493667421566e-05,0.6277031235218463,3.0915518407310457e-06,0.24622119783052965,5.5553527433921115,8.473832450669939,88275569.14609632,43345.41641369818,0.9998333390604665,0.000432763370560069,0.0982210561998026,0.0022873866367024956,5.67164528630739e-06,0.0,0.00999929376228854,1.4921283721932364e-07,0.00999944297512576,0.0009997824358295533,1123.2336587966397,282.6817995049702,9619.769821995054,37028.45828970925,100.0000030105352,10.000001178089217
1461.0,-1.9962370141534276,9.099404803710161e-15,0.04880884025032174,2680.401955420776,2680.664229146141,0.012634733468183355,0.0026949883277674353,0.039044073330167156,0.09050984332450411,0.008637999792002986,4.474155587591015e-18,0.7614243666813773,0.13708605103179167,0.001795720731105322,8.70814160631824e-09,0.00037771536190102405,1.5660346158717642e-09,0.00016829280314138535,0.041762040462802595,0.00044610260392931837,3.666820533952584e-18,0.8582584450678422,0.09834511797822065,0.0007378290063424024,1.4288382196224658e-08,0.0003297010487161243,2.5722162507634617e-09,0.0001207469715481323,118.66403621212864,15.766652822052315,1662.6572116490775,302.804479793875,4.0592381701821365,1.3649573842052204e-05,0.6276379691030765,3.090090658577115e-06,0.2460138355051131,5.554353349231682,8.41261390710234,87438215.99420497,43374.96781482866,0.9997901113967561,0.00043285979705168405,0.09735550558567838,0.002269968189939628,5.616995598272575e-06,0.0,0.009999014539719233,1.4972564208051337e-07,0.009999164265361312,0.0009996747061299855,1123.2336587964799,282.6817995049702,9619.31025290359,37028.458289707974,100.00000301053468,10.00000117808921
1451.0,-1.9955035325134372,9.095567492191285e-15,0.04882990335367655,2680.170836866663,2680.521792120422,0.01687347326786611,0.0035732065945830805,0.03902681274208265,0.09110243596056718,0.00871177932490349,4.513024805075788e-18,0.7608343711263184,0.1370048707575289,0.0017959065883597315,8.785136505366527e-09,0.0003813169143329695,1.5792619534452846e-09,0.00016930896359091164,0.042054059176140204,0.000450111874285688,3.7003118621813605e-18,0.8579727091056538,0.09833034933614902,0.0007382317288927424,1.4421091257745017e-08,0.00033299198900091126,2.5950894259227537e-09,0.00012152977369692679,118.6549309323406,15.768768297331814,1645.4193324032801,299.7283091477691,4.01992664490603,1.364055304162787e-05,0.6275719830441223,3.0886120672253813e-06,0.24580429565142833,5.553338117977151,8.351416327173055,86604729.55218758,43404.779663928566,0.9997463981938076,0.000432957135720314,0.09649286601518839,0.0022525742800417257,5.5625991087696544e-06,0.0,0.009998730522281498,1.502390600704617e-07,0.00999888076134157,0.0009995658668201079,1123.2336587963425,282.6817995049702,9618.851473502295,37028.45828970687,100.00000301053399,10.0000011780892
1441.0,-1.9947721398756926,9.091688066822372e-15,0.04885093262552979,2679.938276548949,2680.379319404621,0.021162972808404706,0.004449079385182388,0.03900932591869313,0.0917026267646927,0.00878662235445913,4.552425342313929e-18,0.760236686423565,0.13692265999663011,0.0017960870384550454,8.863142744961059e-09,0.00038496923199157036,1.5926663651976954e-09,0.00017033773439733448,0.04235009088198002,0.00045418229867543787,3.734290316814455e-18,0.8576830197192692,0.09831539788114578,0.0007386368678728596,1.455566305780601e-08,0.000336332143409578,2.618289129451072e-09,0.00012232303369486548,118.64572261154343,15.770908196775531,1628.2655861237042,296.6668696945816,3.9807959281074243,1.363143315368392e-05,0.6275051470174995,3.0871163011265474e-06,0.24559260451822443,5.5523073130647305,8.290238930388753,85775069.66767296,43434.84507348547,0.999702188837373,0.00043305535189649204,0.09563312593440607,0.00223520462320142,5.50845279320057e-06,0.0,0.009998441601586045,1.5075310491490449e-07,0.00999859235469096,0.0009994558929213742,1123.2336587962068,282.68179950497023,9618.39346611941,37028.45828970579,100.0000030105333,10.00000117808919
1431.0,-1.9940427970044095,9.087767403901375e-15,0.04887192887974367,2679.7042435916323,2680.236811988222,0.02550445882157588,0.0053226279153907345,0.03899160843025624,0.09231057202059754,0.008862550722547746,4.5923686276590325e-18,0.7596311678371303,0.13683938484549502,0.0017962612875744382,8.94218188842765e-09,0.00038867334003522954,1.6062516116212697e-09,0.00017137939818629097,0.04265022318547894,0.00045831521182076654,3.768766951627139e-18,0.8573893005908115,0.09830024991958539,0.0007390441909432039,1.4692139543013119e-08,0.00033972257093813876,2.6418226895544124e-09,0.00012312699645974297,118.63640898078754,15.773071512882627,1611.1956710373963,293.6200804722999,3.9418438634649897,1.3622216078293515e-05,0.6274374421349848,3.085603595504524e-06,0.2453787882712291,5.551261200821882,8.229080929837933,84949196.66308644,43465.15703714588,0.9996574723839105,0.000433154410250548,0.09477627374067862,0.0022178589358855115,5.454553667885645e-06,0.0,0.009998147665973511,1.5126779074671982e-07,0.009998298933764258,0.0009993447586204237,1123.233658796066,282.6817995049702,9617.936212857947,37028.458289704664,100.00000301053281,10.000001178089185
1421.0,-1.9933154642230289,9.083806388096788e-15,0.04889289294145836,2679.468706140256,2680.0942708819794,0.029899196193397357,0.006193873773859673,0.038973655721865494,0.09292643238179683,0.008939586872554882,4.63286641792801e-18,0.7590176664910799,0.13675501055151998,0.0017964285239317414,9.02227611782315e-09,0.00039243029133269867,1.6200215598172602e-09,0.00017243424548623739,0.042954546289069674,0.0004625119875451305,3.8037531555148374e-18,0.8570914730664706,0.0982848914247498,0.0007394534605848237,1.483056392969369e-08,0.0003431643611448869,2.6656976541411293e-09,0.0001239419141734274,118.62698770023944,15.775257220137236,1594.2092859576405,290.5878611895538,3.903068323675455,1.3612903729119218e-05,0.6273688489257493,3.0840741864763764e-06,0.24516287300061038,5.550200050660182,8.167941532206743,84127071.32645503,43495.708423007374,0.9996122375474795,0.0004332542748042095,0.09392229778163005,0.002200536934764793,5.400898789296852e-06,0.0,0.009997848600390128,1.5178313212419198e-07,0.009998000383522254,0.0009992324372372374,1123.2336587959367,282.6817995049702,9617.479695581265,37028.45828970363,100.00000301053174,10.00000117808918
1411.0,-1.992590101390185,9.079805912891809e-15,0.04891382564763776,2679.2316313236347,2679.951697118746,0.03434848945503846,0.00706283893564267,0.03895546310909031,0.09355037302498181,0.009017753870118715,4.6739308103120834e-18,0.7583960292256554,0.1366695014823252,0.001796587917072827,9.103448256331707e-09,0.0003962411674077978,1.633980187308279e-09,0.00017350257500976104,0.04326315308920609,0.00046677404021065933,3.8392606652932904e-18,0.8567894560703606,0.09826930802362298,0.0007398644338774458,1.4970980752322063e-08,0.0003466586352642752,2.6899217991231554e-09,0.00012476804655530484,118.61745635641485,15.77746427417064,1577.3061302900842,287.5701322186174,3.8644672100351554,1.3603498034180396e-05,0.6272993473138377,3.082528311127277e-06,0.24494488472276418,5.5491241352317004,8.106819937779749,83308654.90427426,43526.491967722315,0.999566472686355,0.0004333549089005679,0.09307118635400091,0.0021832383366558075,5.347485253478801e-06,0.0,0.009997544286258049,1.5229914404635618e-07,0.009997696585402095,0.0009991189011917822,1123.2336587958164,282.6817995049702,9617.023895900911,37028.45828970266,100.00000301053183,10.000001178089173
