P,FMQ,fo2,F,rho_bulk,rho_melt,Exsol_vol%,Gas_wt,mol_mass,mH2O,mH2,mO2,mCO2,mCO,mCH4,mSO2,mH2S,mS2,mN2,wH2O,wH2,wO2,wCO2,wCO,wCH4,wSO2,wH2S,wS2,wN2,fH2O,fH2,fCO2,fCO,fCH4,fSO2,fH2S,fS2,fN2,mCO2/CO,mCO2/H2O,mCO2/SO2,mH2S/SO2,H2O_melt,H2_melt,CO2_melt,CO_melt,CH4_melt,graph_melt,S2-_melt,S6+_melt,Stot_melt,N_melt,tot_H,tot_C,tot_O_gas,tot_O,tot_S,tot_N
3222.04156532,0.0,8.669558750724301e-09,0.09594889869093395,2717.636181347456,2717.636276566385,3.504740708483053e-06,1e-06,0.029474135329725207,0.2324576504912609,0.0024290625976308255,1.4946782447690211e-12,0.23701931701748574,0.008937202572404454,9.169153499246456e-08,0.0008814965174577882,0.0036489520466521166,7.61644905070504e-05,0.5145500625735713,0.14208354595965839,0.00016617830403062281,1.622707831244828e-12,0.3539069599697835,0.0084932750349708,4.9906856763092934e-08,0.0019159855230141114,0.004219275491426761,0.00016571915415245804,0.48904901065448386,816.2585566336943,11.4614544308638,1715.663421966217,59.45356712977789,0.00064996877381588,5.832789627085015,31.403370268057294,0.42386000988296996,1659.6177214653133,26.520526428407717,1.0196236454966507,268.8828739800844,4.139496837917856,3.0,0.0002838666960179989,0.1,0.000437422173239847,8.993676902879062e-10,0.0,0.06346495132708158,0.03653504867291843,0.1,0.01,3359.783842574083,274.5433997285086,27372.640600786704,56458.41226627214,1000.0000509456659,100.00489049010655
3222.0,3.1600292960121124e-06,8.669559869295532e-09,0.09594907585692469,2531.822258495265,2531.822340281631,4.8660680918518545e-06,1.490304279924408e-06,0.02947414586715503,0.23246063954450985,0.002429093674991892,1.494697719673645e-12,0.23702186864716587,0.008937298209233887,9.169249073652706e-08,0.000881503280392815,0.003648979182391405,7.616465698145163e-05,0.5145443611103474,0.1420853221412671,0.00016618037069945568,1.6227283941615932e-12,0.35391064342433187,0.00849336288484025,4.990735912316772e-08,0.0019159995376612485,0.00421930535996168,0.00016571945712135272,0.4890434169151353,816.2585223622168,11.461453210247848,1715.6597591076556,59.45343636385698,0.0006499671638635511,5.832759131522898,31.403198685788045,0.42385546838761257,1659.577922761234,26.52052813928468,1.019621511459288,268.8837057322626,4.139495862982324,2.999999928229036,0.00028340861819978213,0.09999981767487749,0.00043742360788475733,8.9936546330374e-10,0.0,0.06346460723082831,0.03653539027123128,0.09999999750205958,0.009999760225513351,3359.783842574084,274.5433997285085,27372.640554808135,56458.41226627214,1000.0000509456677,100.00489049010649
3122.0,0.0003195135264011384,8.52796973987859e-09,0.09606011570849586,2530.0846424787546,2530.171769130187,0.005125024391108621,0.0015270802287298748,0.029573599229799817,0.24121658008702204,0.0025563475935469412,1.5444793592813125e-12,0.2487820222995889,0.009434513993450473,9.942136174880116e-08,0.0009061348018124464,0.0038520736562084176,7.808672767738803e-05,0.4931741414177871,0.14694133768240497,0.0001742980030118892,1.6711353169340082e-12,0.3702211667006441,0.008935729410360846,5.393212991971485e-08,0.00196291422850749,0.004439164100665639,0.00016933014500666144,0.4671560057955974,816.0436011399332,11.55316618686489,1703.699049289111,59.527052291168744,0.0006666950055128525,5.670732431560335,31.286122019223974,0.4140481197553844,1541.2338760807866,26.36935219686946,1.0313636907124606,274.5529934420092,4.251104414600917,2.9995498169856085,0.00030802987976355674,0.09940414946507956,0.0004434176689583917,9.225137100542843e-10,0.0,0.06324465231952094,0.03674721564392319,0.09999186796344411,0.009287104348752417,3359.7838425722457,274.5433997285086,27370.53689717274,56458.41226625716,1000.0000509548521,100.00489048935292
3022.0,-0.001307791329791641,8.351232850379584e-09,0.09608746323847418,2528.3279367199084,2528.5178817483397,0.011046621844498642,0.0031992310003429057,0.029674976454896827,0.2505461160488181,0.0026993244310475886,1.5904509676705734e-12,0.2610412937745543,0.009978609885935665,1.0875170714344379e-07,0.0009285013608584132,0.004081362004849936,8.018722800738924e-05,0.4706444965126309,0.1521031849980501,0.00018341776247192925,1.714997904097717e-12,0.38713752092886683,0.009418772789621692,5.879193415706328e-08,0.0020044944457553414,0.0046873300450722705,0.00017329101979001897,0.44429192921672284,815.8966742441299,11.672673786126078,1689.4753967477936,59.65143515467421,0.0006891597520980543,5.4902303373430295,31.25125983717087,0.40470982786949744,1423.668450294347,26.160086100016652,1.041889205433507,281.1426076244172,4.395644612816352,2.9992420774570605,0.0003123177115678955,0.09869498643424365,0.0004498286427775244,9.536002842194408e-10,0.0,0.06318555511299975,0.03679657644472694,0.09998213155772669,0.008579096535822237,3359.7838425729224,274.5433997285085,27370.01891662523,56458.41226626279,1000.0000509560172,100.00489048974534
2922.0,-0.0029096958934520245,8.178637047939044e-09,0.09611642279573869,2526.5597809199476,2526.871884480454,0.017945455398941216,0.005046150333835514,0.029777584783990958,0.2604783706818016,0.0028533098092415436,1.6397210153238242e-12,0.27376139001778727,0.010548364220561926,1.1887214265276853e-07,0.0009524639826515543,0.004328687200341211,8.242796240047966e-05,0.4469948672514322,0.15758802521483475,0.00019321291303812534,1.7620335969407585e-12,0.40460305902529464,0.009922253224956223,6.404167303495631e-08,0.0020491407390634793,0.004954245621413779,0.00017751960970268749,0.4205124796082614,815.7267222806938,11.792739467620615,1672.5776357085583,59.67468556868026,0.0007110705435368864,5.3155665184336245,31.213360957256796,0.39554969111000654,1307.3450575639388,25.952970934028254,1.0509947113889626,287.42440134656414,4.544725343094471,2.9988860820056713,0.00031664247605065165,0.09785136336390228,0.00045565418355336364,9.839204611739757e-10,0.0,0.06312207740747865,0.03684833436740099,0.09997041177487963,0.007878519859627375,3359.783842572883,274.5433997285086,27369.4704550049,56458.41226626254,1000.0000509601608,100.00489048984602
2822.0,-0.004479470497859239,8.010200889475256e-09,0.09614728784567114,2524.776658129501,2525.2350248994276,0.026055920958260936,0.0071052791916594825,0.029879545275957244,0.2710737088154632,0.003019453261609939,1.692664166276131e-12,0.286863311661001,0.011141087549806396,1.2979515795859356e-07,0.000978200018094554,0.00459590467157103,8.48227701080337e-05,0.4222433814554952,0.16343852357346783,0.00020376566980787918,1.8127190900532015e-12,0.42252018221654036,0.010444033652343948,6.968776808080219e-08,0.0020973281132772607,0.0052421304995322986,0.00018205378284003786,0.3958719128026095,815.5283036543035,11.91318309031126,1652.4538496543528,59.573340982145254,0.0007320141804565305,5.14659571077596,31.17178492353449,0.3865601647117503,1192.6510821400766,25.74823242152746,1.0582483742688846,293.25629355413935,4.6983281400090755,2.998470417550978,0.00032099670268714967,0.09684505473392631,0.00046071114057605095,1.0129024843440972e-09,0.0,0.06305333632095257,0.03690287145957524,0.09995620778052781,0.007187708584388263,3359.783842572425,274.54339972850863,27368.885964142275,56458.41226625885,1000.0000509665971,100.0048904898708
2722.0,-0.006008516613537296,7.845969381427509e-09,0.09618043345272241,2522.973911902788,2523.6088751626025,0.0356817389001393,0.009423118514429165,0.029978181644893676,0.28240073731499915,0.0031990563706422903,1.7497173102540526e-12,0.30022345653288257,0.011752200860042285,1.415052018980821e-07,0.001005914904365388,0.004885101046664082,8.738720458169804e-05,0.39644600425887105,0.16970770326234047,0.00021517573487856527,1.867653446448918e-12,0.4407433501736244,0.010980663377424734,7.572497986503654e-08,0.002149654439139746,0.005553657140762296,0.00018694067225984916,0.3704627794727223,815.2943577685421,12.033767446599974,1628.4353751103267,59.318689155369405,0.0007514586333762661,4.983184838905386,31.125706000124943,0.377732698564983,1080.0696843009894,25.546147492564415,1.0631114471843726,298.45810538247036,4.8563760467849875,2.997980271635469,0.0003253720627741013,0.09564164216061725,0.00046477096983226,1.03981016485662e-09,0.0,0.06297819546986039,0.036960670174580566,0.09993886564444096,0.00650957437277142,3359.7838425699074,274.5433997285086,27368.258353788722,56458.41226623823,1000.0000509778391,100.0048904892772
2622.0,-0.007486053483193089,7.686016619850006e-09,0.09621633010087353,2521.1453323282594,2521.995410111678,0.04721794968565465,0.012057066012005516,0.030069773427197292,0.29453769365022203,0.0033935967003811194,1.8113926435283119e-12,0.31365907109383334,0.012374578069220482,1.5394516544314412e-07,0.0010358475436845905,0.00519862515767677,9.013876259759172e-05,0.36971029507540715,0.17646222158972696,0.00022756567831200614,1.927596530185636e-12,0.459064945159139,0.011526963115165028,8.213115814128132e-08,0.002206878280269307,0.005892086968753622,0.00019223952117162154,0.34442701755437666,815.0156956113358,12.15418367127435,1599.7238117890752,58.87605079357399,0.0007687289033464806,4.825211996828966,31.07406598888111,0.3690574405842301,970.1969515359873,25.34705178142626,1.0649199673109373,302.804281388865,5.01871649874735,2.997396360568271,0.0003297575741066697,0.09419968081034948,0.00046755152306039363,1.0637094777125408e-09,0.0,0.06289520681696349,0.03702232067634585,0.09991752749330934,0.0058477097620398795,3359.7838425740783,274.54339972850863,27367.578731380443,56458.41226627213,1000.0000509462052,100.00489049011182
2522.0,-0.008898657040642632,7.530450580944894e-09,0.09625556401164265,2519.2825990727492,2520.3970919418866,0.06117882097209697,0.015077094157625447,0.030149278438922816,0.30757411301154625,0.003604755625549441,1.8782944998180383e-12,0.32691195810359863,0.012997789113281645,1.6699927041229318e-07,0.0010682771161855632,0.005539121860016368,9.309713699107424e-05,0.3422107210316824,0.18378661293270476,0.00024108800010198817,1.99351935279433e-12,0.4771998722724443,0.012075558411106633,8.886069366524225e-08,0.002269967808832703,0.006261448273099679,0.00019802528300411626,0.31796733815601863,814.6803461936806,12.274031684004312,1565.389457662267,58.20445739160451,0.0007829857392581657,4.67256617519968,31.015511439026994,0.3605228554780779,863.7547141423663,25.15135114552269,1.062872147797843,306.01793593677706,5.185098300892748,2.996693552646528,0.0003341388653531026,0.0924703554149712,0.0004687107027745825,1.0834391104280888e-09,0.0,0.06280253092870416,0.03708853474723469,0.09989106567593886,0.005206465552581604,3359.7838425740474,274.54339972850863,27366.83601895923,56458.41226627185,1000.0000509465441,100.00489049009425
2422.0,-0.010229830810565943,7.379416723832116e-09,0.0962988561955052,2517.374548317611,2518.8169489469087,0.078231928497009,0.018566741431110964,0.030210064872401896,0.32161285753246355,0.0038344517536362407,1.9511402084132256e-12,0.3396330174527016,0.013607347250438386,1.8047343965594833e-07,0.0011035312863245524,0.005909570165699118,9.62845038748988e-05,0.3142027595794708,0.1917885878272457,0.0002559341910945519,2.0666670384415234e-12,0.49477150561299943,0.01261642961805401,9.583710488240207e-08,0.00234016073515363,0.0066667632962536865,0.00020439298159661084,0.2913561298984308,814.2727580588291,12.392797963365497,1524.3933523667197,57.25723210212524,0.0007932163902397752,4.5251457540203415,30.94832256165057,0.35211528558604827,761.5912282521696,24.959531876557325,1.0560305954758638,307.76926912864553,5.355145104568511,2.995839182986553,0.0003384973336919528,0.09039821827755912,0.0004678456398811689,1.0975976646514696e-09,0.0,0.06269784986476878,0.03716015036730649,0.09985800023207528,0.004590955120809851,3359.7838425739683,274.5433997285086,27366.01659535077,56458.412266271196,1000.0000509471683,100.00489049003193
